map{ id = "1_aaa_corrupted_save_map", description = "_corrupted_save_map" }
file{ path = "items/fast_travel_chart_goatshead_harbor.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/fast_travel_chart_isle_of_storms.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/fast_travel_chart_ivystump.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/fast_travel_chart_kingsdown.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/fast_travel_chart_limestone.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/fast_travel_chart_limestone_island.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/fast_travel_chart_oakhaven.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/fast_travel_chart_snapmast.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/fast_travel_chart_spruce_head.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/fast_travel_chart_yarrowmouth.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/fast_travel_chart_zephyr_bay.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/firethorn_berries.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/flippers.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/forsythia.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/fykonos_lost_arrows.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/fykonos_lost_bombs.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/fykonos_ticket.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/geode.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/ghost_orchid.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/gust.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/health_upgrade.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/heron_door_marble_summit.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/heron_door_snapmast.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/heron_door_tern_marsh.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/hideout_chart.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/homing_eye.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/homing_eye_pickable.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/honeycomb.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/hookshot.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/iron_candle.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/iron_candle_pickable.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/iron_pinecone.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/ironwood_charm.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/key_ballast_council_building.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/key_basswood_tavern.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/key_bear_catacombs.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/key_brass.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/key_dandelion_charm.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/key_fort_crow.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/key_goat_caverns.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/key_goat_tunnels.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/key_graveyard_of_the_waves.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/key_haunted_house.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/key_hourglass_fort.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/key_juneberry_inn.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/key_juniper_grove.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/key_juniper_grove_2.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/key_kingsdown.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/key_limestone_sanctuary.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/key_mead_safehouse.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/key_mushroom_spot.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/key_palace_of_storms.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/key_poplar_shack.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/key_shoal_pirate_fort.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/key_sinking_lighthouse.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/key_sometimes_cape_ruins.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/key_spruce_head.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/key_thrush_fort.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/key_to_oakhaven.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/key_willow_palace.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/kingscrown.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/lavendar.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/leaf_tornado.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/limestone_sword.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/machine_part.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/mandrake.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/mandrake_white.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/manna_oak_letter.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/manna_oak_twig.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/matches.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/menu_berry.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/monkshood.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/monster_bones.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/monster_eye.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/monster_guts.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/monster_heart.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/monster_horn.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/oak_charm.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/oceansheart_chart.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/old_stockpot.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/oranges_shipment.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/potion_burlyblade.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/potion_fleetseed.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/potion_magic_restoration.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/potion_stoneskin.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/prize_money.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/random_drop_berries.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/rock_spider_treasure.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/rock_spider_treasure_dropper.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/rupee.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/seagrass_charm.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/shield.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/sleeping_draught.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/soup.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/spear.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/stockpot.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/stone_beak.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/sword.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/sword_2.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/sword_fykonos.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/sword_of_the_sea_king.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/sword_upgrade.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/tacklebox.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/thunder_charm.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/tidal_starfruit.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/tornado_dash.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/tungsten_ore.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/unattainable_collectable.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/violets.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/watering_can.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/whisky_for_juglan.lua", author = "Max Mraz", license = "MIT" }
file{ path = "items/witch_hazel.lua", author = "Max Mraz", license = "MIT" }
file{ path = "languages/de", author = "Max Mraz, Allcorrect", license = "All Rights Reserved" }
file{ path = "languages/en", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "languages/es", author = "Max Mraz, Allcorrect", license = "All Rights Reserved" }
file{ path = "languages/fr", author = "Max Mraz, Allcorrect", license = "All Rights Reserved" }
file{ path = "languages/pt", author = "Max Mraz, Allcorrect", license = "All Rights Reserved" }
file{ path = "languages/ru", author = "Max Mraz, Allcorrect", license = "All Rights Reserved" }
file{ path = "languages/zh", author = "Max Mraz, Allcorrect", license = "All Rights Reserved" }
file{ path = "logos/icon_128.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "logos/icon_16.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "logos/icon_32.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "logos/icon_64.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "logos/logo.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "logos/title_on_symbol_logo.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "logos/web_logo_1.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "logos/web_logo_2.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "main.lua", author = "Christopho, Max Mraz", license = "GPL v3" }
file{ path = "maps", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "maps/1_aaa_corrupted_save_map.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "maps/1_aaa_corrupted_save_map.lua", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "maps/1_empty_grass.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "maps/1_empty_grass.lua", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "maps/Limestone Island", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "maps/Limestone Island/cape_ruins.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "maps/Limestone Island/cape_ruins.lua", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "maps/Limestone Island/caves", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "maps/Limestone Island/caves/hidden_lake_cave.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "maps/Limestone Island/caves/hidden_lake_cave.lua", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "maps/Limestone Island/caves/hole.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "maps/Limestone Island/caves/hole.lua", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "maps/Limestone Island/caves/lighthouse.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "maps/Limestone Island/caves/lighthouse.lua", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "maps/Limestone Island/caves/lighthouse_cave.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "maps/Limestone Island/caves/lighthouse_cave.lua", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "maps/Limestone Island/caves/sanctuary_1.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "maps/Limestone Island/caves/sanctuary_1.lua", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "maps/Limestone Island/caves/sanctuary_2.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "maps/Limestone Island/caves/sanctuary_2.lua", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "maps/Limestone Island/intro_dialog.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "maps/Limestone Island/intro_dialog.lua", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "maps/Limestone Island/intro_map.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "maps/Limestone Island/intro_map.lua", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "maps/Limestone Island/intro_transition_map.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "maps/Limestone Island/intro_transition_map.lua", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "maps/Limestone Island/limestone_forest.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "maps/Limestone Island/limestone_forest.lua", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "maps/Limestone Island/limestone_mountain.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "maps/Limestone Island/limestone_mountain.lua", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "maps/Limestone Island/limestone_village", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "maps/Limestone Island/limestone_village/basswood_tavern.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "maps/Limestone Island/limestone_village/basswood_tavern.lua", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "maps/Limestone Island/limestone_village/basswood_tavern_stockroom.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "maps/Limestone Island/limestone_village/basswood_tavern_stockroom.lua", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "maps/Limestone Island/limestone_village/basswood_tavern_upstairs.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "maps/Limestone Island/limestone_village/basswood_tavern_upstairs.lua", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "maps/Limestone Island/limestone_village/bernard.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "maps/Limestone Island/limestone_village/bernard.lua", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "maps/Limestone Island/limestone_village/juglan.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "maps/Limestone Island/limestone_village/juglan.lua", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "maps/Limestone Island/limestone_village/juglan_secret_room.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "maps/Limestone Island/limestone_village/juglan_secret_room.lua", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "maps/Limestone Island/limestone_village/limestone_village.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "maps/Limestone Island/limestone_village/limestone_village.lua", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "maps/Limestone Island/limestone_village/nielson.dat", author = "Max Mraz", license = "All Rights Reserved" }
